product_name,slug,description,category_slug,price,image,stock,is_available
স্লিম ফিট টুপি-444,444,"স্লিম ফিট টুপি-444 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,2911,444.jpg,174,True
উন্নত মানের শার্ট-445,445,"উন্নত মানের শার্ট-445 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1599,445.jpg,248,False
দৈনন্দিন ব্যবহারের শার্ট-446,446,"দৈনন্দিন ব্যবহারের শার্ট-446 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,696,446.jpg,228,True
টেকসই জামা-447,447,"টেকসই জামা-447 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2301,447.jpg,144,True
মার্জিত টুপি-448,448,"মার্জিত টুপি-448 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1729,448.jpg,84,False
লাইটওয়েট জুতা-449,449,"লাইটওয়েট জুতা-449 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4343,449.jpg,126,True
ফ্যাশনেবল পেন্ট-450,450,"ফ্যাশনেবল পেন্ট-450 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1286,450.jpg,56,True
কম্প্যাক্ট জামা-451,451,"কম্প্যাক্ট জামা-451 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1338,451.jpg,96,True
প্রিমিয়াম কটন জামা-452,452,"প্রিমিয়াম কটন জামা-452 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1089,452.jpg,81,False
আরামদায়ক জুতা-453,453,"আরামদায়ক জুতা-453 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2161,453.jpg,82,True
ফরমাল জামা-454,454,"ফরমাল জামা-454 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,839,454.jpg,232,True
ভিন্টেজ পেন্ট-455,455,"ভিন্টেজ পেন্ট-455 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,640,455.jpg,197,True
স্পোর্টস পেন্ট-456,456,"স্পোর্টস পেন্ট-456 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,838,456.jpg,285,True
স্টাইলিশ গেঞ্জি-457,457,"স্টাইলিশ গেঞ্জি-457 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,755,457.jpg,74,False
ট্র্যাকিং জামা-458,458,"ট্র্যাকিং জামা-458 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2666,458.jpg,224,False
আরামদায়ক জুতা-459,459,"আরামদায়ক জুতা-459 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,1906,459.jpg,26,False
ফরমাল জুতা-460,460,"ফরমাল জুতা-460 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,3816,460.jpg,152,True
কম্প্যাক্ট জুতা-461,461,"কম্প্যাক্ট জুতা-461 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,3157,461.jpg,206,True
ভিন্টেজ গেঞ্জি-462,462,"ভিন্টেজ গেঞ্জি-462 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1106,462.jpg,277,False
ডিজাইনার জুতা-463,463,"ডিজাইনার জুতা-463 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,3743,463.jpg,47,True
শ্বাসপ্রশ্বাসযোগ্য পেন্ট-464,464,"শ্বাসপ্রশ্বাসযোগ্য পেন্ট-464 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,512,464.jpg,10,True
কম্প্যাক্ট টুপি-465,465,"কম্প্যাক্ট টুপি-465 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,2001,465.jpg,101,False
ফ্যাশনেবল পেন্ট-466,466,"ফ্যাশনেবল পেন্ট-466 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1179,466.jpg,235,True
ট্র্যাকিং জামা-467,467,"ট্র্যাকিং জামা-467 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,923,467.jpg,33,True
ফ্যাশনেবল শার্ট-468,468,"ফ্যাশনেবল শার্ট-468 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,594,468.jpg,200,True
প্রিমিয়াম কটন জামা-469,469,"প্রিমিয়াম কটন জামা-469 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2397,469.jpg,15,True
শ্বাসপ্রশ্বাসযোগ্য জুতা-470,470,"শ্বাসপ্রশ্বাসযোগ্য জুতা-470 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,1703,470.jpg,73,False
টেকসই গেঞ্জি-471,471,"টেকসই গেঞ্জি-471 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,451,471.jpg,29,True
উলের টুপি-472,472,"উলের টুপি-472 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,2242,472.jpg,43,True
কম্প্যাক্ট টুপি-473,473,"কম্প্যাক্ট টুপি-473 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,877,473.jpg,230,True
স্লিম ফিট জামা-474,474,"স্লিম ফিট জামা-474 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,701,474.jpg,248,False
উলের টুপি-475,475,"উলের টুপি-475 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,717,475.jpg,89,True
ফ্যাশনেবল শার্ট-476,476,"ফ্যাশনেবল শার্ট-476 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1053,476.jpg,186,True
সাদা পেন্ট-477,477,"সাদা পেন্ট-477 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1624,477.jpg,104,False
প্রিমিয়াম কটন শার্ট-478,478,"প্রিমিয়াম কটন শার্ট-478 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1083,478.jpg,246,False
দৈনন্দিন ব্যবহারের পেন্ট-479,479,"দৈনন্দিন ব্যবহারের পেন্ট-479 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,754,479.jpg,202,False
ট্র্যাকিং টুপি-480,480,"ট্র্যাকিং টুপি-480 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1094,480.jpg,247,False
দৈনন্দিন ব্যবহারের শার্ট-481,481,"দৈনন্দিন ব্যবহারের শার্ট-481 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2581,481.jpg,270,True
ডিজাইনার গেঞ্জি-482,482,"ডিজাইনার গেঞ্জি-482 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2334,482.jpg,26,True
কম্প্যাক্ট গেঞ্জি-483,483,"কম্প্যাক্ট গেঞ্জি-483 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1932,483.jpg,208,True
মার্জিত জামা-484,484,"মার্জিত জামা-484 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2158,484.jpg,118,True
আউটডোর টুপি-485,485,"আউটডোর টুপি-485 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1826,485.jpg,223,True
ফ্যাশনেবল জুতা-486,486,"ফ্যাশনেবল জুতা-486 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,3264,486.jpg,240,True
স্লিম ফিট শার্ট-487,487,"স্লিম ফিট শার্ট-487 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1997,487.jpg,89,True
এলিগেন্ট জুতা-488,488,"এলিগেন্ট জুতা-488 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2498,488.jpg,212,True
আউটডোর শার্ট-489,489,"আউটডোর শার্ট-489 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2490,489.jpg,224,False
টেকসই গেঞ্জি-490,490,"টেকসই গেঞ্জি-490 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2336,490.jpg,191,True
উলের শার্ট-491,491,"উলের শার্ট-491 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1844,491.jpg,294,False
শ্বাসপ্রশ্বাসযোগ্য গেঞ্জি-492,492,"শ্বাসপ্রশ্বাসযোগ্য গেঞ্জি-492 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,575,492.jpg,101,True
ট্র্যাকিং গেঞ্জি-493,493,"ট্র্যাকিং গেঞ্জি-493 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,589,493.jpg,53,True
ডিজাইনার শার্ট-494,494,"ডিজাইনার শার্ট-494 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2739,494.jpg,98,True
উলের টুপি-495,495,"উলের টুপি-495 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1356,495.jpg,225,True
স্টাইলিশ পেন্ট-496,496,"স্টাইলিশ পেন্ট-496 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,612,496.jpg,19,False
লাইটওয়েট পেন্ট-497,497,"লাইটওয়েট পেন্ট-497 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2025,497.jpg,150,True
উলের জুতা-498,498,"উলের জুতা-498 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2028,498.jpg,284,True
স্লিম ফিট জামা-499,499,"স্লিম ফিট জামা-499 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1467,499.jpg,285,True
শ্বাসপ্রশ্বাসযোগ্য জামা-500,500,"শ্বাসপ্রশ্বাসযোগ্য জামা-500 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2182,500.jpg,17,False
কম্প্যাক্ট টুপি-501,501,"কম্প্যাক্ট টুপি-501 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1282,501.jpg,13,True
ফ্যাশনেবল গেঞ্জি-502,502,"ফ্যাশনেবল গেঞ্জি-502 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2895,502.jpg,103,True
সাদা টুপি-503,503,"সাদা টুপি-503 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1488,503.jpg,45,True
দৈনন্দিন ব্যবহারের গেঞ্জি-504,504,"দৈনন্দিন ব্যবহারের গেঞ্জি-504 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,695,504.jpg,278,True
মার্জিত জামা-505,505,"মার্জিত জামা-505 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1180,505.jpg,21,True
উন্নত মানের জামা-506,506,"উন্নত মানের জামা-506 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2631,506.jpg,78,True
সাদা জামা-507,507,"সাদা জামা-507 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2623,507.jpg,14,True
ডিজাইনার টুপি-508,508,"ডিজাইনার টুপি-508 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,726,508.jpg,204,True
স্টাইলিশ গেঞ্জি-509,509,"স্টাইলিশ গেঞ্জি-509 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2323,509.jpg,72,True
স্পোর্টস পেন্ট-510,510,"স্পোর্টস পেন্ট-510 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2062,510.jpg,84,False
ডিজাইনার জুতা-511,511,"ডিজাইনার জুতা-511 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,3969,511.jpg,148,True
স্টাইলিশ গেঞ্জি-512,512,"স্টাইলিশ গেঞ্জি-512 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2170,512.jpg,75,True
উন্নত মানের জামা-513,513,"উন্নত মানের জামা-513 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,435,513.jpg,86,False
কম্প্যাক্ট জামা-514,514,"কম্প্যাক্ট জামা-514 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1534,514.jpg,264,True
ফ্যাশনেবল টুপি-515,515,"ফ্যাশনেবল টুপি-515 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1538,515.jpg,221,True
ট্র্যাকিং শার্ট-516,516,"ট্র্যাকিং শার্ট-516 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2683,516.jpg,293,True
স্পোর্টস গেঞ্জি-517,517,"স্পোর্টস গেঞ্জি-517 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2340,517.jpg,16,True
মার্জিত পেন্ট-518,518,"মার্জিত পেন্ট-518 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,837,518.jpg,290,False
প্রিমিয়াম কটন জামা-519,519,"প্রিমিয়াম কটন জামা-519 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1285,519.jpg,278,True
ফরমাল শার্ট-520,520,"ফরমাল শার্ট-520 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1268,520.jpg,229,True
আরামদায়ক জামা-521,521,"আরামদায়ক জামা-521 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,709,521.jpg,141,True
আধুনিক জুতা-522,522,"আধুনিক জুতা-522 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2070,522.jpg,19,True
এলিগেন্ট জামা-523,523,"এলিগেন্ট জামা-523 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1248,523.jpg,25,True
নরম টুপি-524,524,"নরম টুপি-524 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,2204,524.jpg,153,True
ফ্যাশনেবল জুতা-525,525,"ফ্যাশনেবল জুতা-525 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2806,525.jpg,121,True
উন্নত মানের টুপি-526,526,"উন্নত মানের টুপি-526 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,980,526.jpg,98,True
ক্যাজুয়াল শার্ট-527,527,"ক্যাজুয়াল শার্ট-527 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2772,527.jpg,150,True
ফ্যাশনেবল গেঞ্জি-528,528,"ফ্যাশনেবল গেঞ্জি-528 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,906,528.jpg,239,False
ফ্যাশনেবল গেঞ্জি-529,529,"ফ্যাশনেবল গেঞ্জি-529 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1423,529.jpg,96,True
দৈনন্দিন ব্যবহারের শার্ট-530,530,"দৈনন্দিন ব্যবহারের শার্ট-530 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1696,530.jpg,125,True
সাদা শার্ট-531,531,"সাদা শার্ট-531 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1782,531.jpg,229,False
আরামদায়ক জুতা-532,532,"আরামদায়ক জুতা-532 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,3059,532.jpg,150,False
এলিগেন্ট টুপি-533,533,"এলিগেন্ট টুপি-533 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1305,533.jpg,20,True
কম্প্যাক্ট টুপি-534,534,"কম্প্যাক্ট টুপি-534 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1915,534.jpg,131,True
টেকসই পেন্ট-535,535,"টেকসই পেন্ট-535 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1410,535.jpg,71,False
ফরমাল পেন্ট-536,536,"ফরমাল পেন্ট-536 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1429,536.jpg,55,False
উলের গেঞ্জি-537,537,"উলের গেঞ্জি-537 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1032,537.jpg,24,True
প্রিমিয়াম কটন শার্ট-538,538,"প্রিমিয়াম কটন শার্ট-538 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,900,538.jpg,131,False
গ্রাফিক গেঞ্জি-539,539,"গ্রাফিক গেঞ্জি-539 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,904,539.jpg,240,True
নরম জুতা-540,540,"নরম জুতা-540 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4290,540.jpg,212,True
টেকসই শার্ট-541,541,"টেকসই শার্ট-541 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2032,541.jpg,119,True
ভিন্টেজ জামা-542,542,"ভিন্টেজ জামা-542 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2407,542.jpg,209,False
সাদা টুপি-543,543,"সাদা টুপি-543 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1511,543.jpg,205,True
আধুনিক শার্ট-544,544,"আধুনিক শার্ট-544 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1983,544.jpg,139,True
এলিগেন্ট পেন্ট-545,545,"এলিগেন্ট পেন্ট-545 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2542,545.jpg,86,True
টেকসই পেন্ট-546,546,"টেকসই পেন্ট-546 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1396,546.jpg,252,True
মার্জিত টুপি-547,547,"মার্জিত টুপি-547 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1020,547.jpg,84,False
